Suggest_Method,Repeat,Iteration,I,H,C,P,Fluorescence
R-LLM,40,28,I4,H5,C5,P1,139
R-LLM,40,29,I5,H1,C4,P3,455263
R-LLM,40,29,I5,H3,C1,P4,25234
R-LLM,40,30,I4,H4,C3,P4,61707
R-LLM,40,30,I1,H2,C5,P1,300
R-LLM,40,31,I4,H4,C2,P3,7197
R-LLM,40,31,I1,H3,C1,P3,7073
R-LLM,40,32,I4,H4,C4,P2,1830
R-LLM,40,32,I3,H4,C3,P3,2399
R-LLM,40,33,I4,H1,C1,P3,10066
R-LLM,40,33,I3,H5,C2,P2,51
R-LLM,40,34,I2,H1,C5,P2,97843
R-LLM,40,34,I3,H3,C5,P4,617
R-LLM,40,35,I1,H2,C3,P1,67
R-LLM,40,35,I5,H3,C4,P3,125959
R-LLM,40,36,I1,H1,C2,P3,13047
R-LLM,40,36,I5,H2,C3,P4,299
R-LLM,40,37,I1,H1,C2,P1,1654
R-LLM,40,37,I3,H4,C1,P2,5963
R-LLM,40,38,I5,H5,C5,P4,828
R-LLM,40,38,I2,H4,C2,P1,642076
R-LLM,40,39,I3,H2,C4,P3,2674917
R-LLM,40,39,I4,H3,C4,P4,7066
R-LLM,40,40,I4,H2,C4,P1,31476
R-LLM,40,40,I2,H3,C3,P1,259
R-LLM,40,41,I2,H4,C1,P3,549731
R-LLM,40,41,I1,H1,C1,P2,3689
R-LLM,40,42,I4,H2,C1,P3,4469
R-LLM,40,42,I2,H4,C5,P1,9539
R-LLM,40,43,I4,H2,C5,P4,133
R-LLM,40,43,I2,H3,C1,P4,15196
R-LLM,40,44,I2,H1,C4,P2,807121
R-LLM,40,44,I3,H1,C3,P4,2208
R-LLM,40,45,I4,H2,C3,P4,463
R-LLM,40,45,I5,H4,C5,P1,9112
R-LLM,40,46,I1,H2,C4,P4,399845
R-LLM,40,46,I3,H5,C3,P2,71883
R-LLM,40,47,I4,H5,C4,P3,828
R-LLM,40,47,I1,H3,C4,P2,4374
R-LLM,40,48,I3,H2,C4,P1,1131
R-LLM,40,48,I3,H4,C4,P2,451
R-LLM,40,49,I1,H5,C2,P1,3260
R-LLM,40,49,I4,H1,C5,P3,270
R-LLM,40,50,I4,H2,C2,P2,143
R-LLM,40,50,I5,H3,C4,P1,912
R-LLM,41,1,I1,H5,C5,P2,1337
R-LLM,41,1,I4,H2,C2,P4,321
R-LLM,41,2,I2,H3,C4,P1,2109
R-LLM,41,2,I5,H1,C3,P3,809
R-LLM,41,3,I3,H4,C1,P3,544517
R-LLM,41,3,I1,H2,C3,P4,50003
R-LLM,41,4,I3,H5,C4,P3,1763
R-LLM,41,4,I5,H3,C1,P4,25234
R-LLM,41,5,I4,H5,C4,P1,52
R-LLM,41,5,I2,H4,C5,P2,1858
R-LLM,41,6,I1,H3,C2,P4,1392
R-LLM,41,6,I4,H1,C5,P1,787
R-LLM,41,7,I3,H2,C5,P1,430
R-LLM,41,7,I5,H4,C2,P3,208
R-LLM,41,8,I1,H1,C4,P3,5027
R-LLM,41,8,I3,H3,C3,P4,155
R-LLM,41,9,I1,H4,C1,P2,1171921
R-LLM,41,9,I3,H1,C2,P4,2821
R-LLM,41,10,I2,H5,C3,P4,448
R-LLM,41,10,I4,H4,C3,P2,1014
R-LLM,41,11,I2,H1,C4,P3,2434
R-LLM,41,11,I4,H2,C1,P2,2768
R-LLM,41,12,I5,H2,C5,P1,861
R-LLM,41,12,I1,H3,C5,P1,4368
R-LLM,41,13,I1,H1,C2,P3,13047
R-LLM,41,13,I5,H3,C4,P2,27981
R-LLM,41,14,I3,H5,C3,P2,71883
R-LLM,41,14,I4,H3,C5,P3,9668
R-LLM,41,15,I2,H5,C2,P3,463
R-LLM,41,15,I5,H4,C1,P2,197486
R-LLM,41,16,I3,H1,C4,P4,33311
R-LLM,41,16,I5,H2,C3,P2,740
R-LLM,41,17,I3,H4,C4,P1,99899
R-LLM,41,17,I2,H1,C5,P1,14763
R-LLM,41,18,I3,H2,C4,P2,670
R-LLM,41,18,I4,H3,C1,P3,3986
R-LLM,41,19,I5,H1,C1,P3,1428
R-LLM,41,19,I4,H2,C4,P2,23152
R-LLM,41,20,I5,H3,C3,P4,381
R-LLM,41,20,I4,H4,C4,P1,1003785
R-LLM,41,21,I3,H4,C2,P4,7944
R-LLM,41,21,I2,H2,C4,P1,4295
R-LLM,41,22,I2,H1,C3,P2,459
R-LLM,41,22,I5,H5,C4,P2,7898
R-LLM,41,23,I3,H2,C5,P4,293
R-LLM,41,23,I2,H3,C1,P4,15196
R-LLM,41,24,I1,H2,C3,P1,67
R-LLM,41,24,I1,H5,C1,P3,2255400
R-LLM,41,25,I3,H5,C5,P4,51
R-LLM,41,25,I2,H4,C3,P1,38
R-LLM,41,26,I1,H3,C4,P4,5274
R-LLM,41,26,I5,H2,C1,P3,13334
R-LLM,41,27,I2,H5,C5,P4,1133
R-LLM,41,27,I5,H1,C2,P4,42771
R-LLM,41,28,I4,H4,C5,P3,83
R-LLM,41,28,I2,H2,C3,P2,22643
R-LLM,41,29,I3,H4,C2,P1,53171
R-LLM,41,29,I2,H1,C2,P4,4276
R-LLM,41,30,I1,H3,C1,P3,7073
R-LLM,41,30,I3,H4,C1,P3,544517
R-LLM,41,31,I3,H2,C1,P3,8565
R-LLM,41,31,I4,H1,C4,P2,10374
R-LLM,41,32,I5,H4,C1,P1,80915
R-LLM,41,32,I2,H1,C1,P1,4355
R-LLM,41,33,I2,H2,C5,P3,234
R-LLM,41,33,I4,H5,C3,P4,1341
R-LLM,41,34,I4,H3,C2,P3,20
R-LLM,41,34,I1,H2,C4,P3,195055
R-LLM,41,35,I1,H5,C1,P4,10536
R-LLM,41,35,I4,H2,C4,P1,31476
R-LLM,41,36,I2,H3,C2,P2,213
R-LLM,41,36,I5,H4,C4,P3,11626
R-LLM,41,37,I1,H4,C4,P3,10325
R-LLM,41,37,I3,H2,C3,P4,608
R-LLM,41,38,I4,H1,C2,P3,6059
R-LLM,41,38,I1,H4,C5,P3,1076
R-LLM,41,39,I5,H4,C2,P1,1192715
R-LLM,41,39,I3,H5,C2,P2,51
R-LLM,41,40,I1,H1,C1,P1,960
R-LLM,41,40,I3,H4,C5,P2,684
R-LLM,41,41,I5,H2,C2,P1,1817
R-LLM,41,41,I4,H5,C3,P1,79
R-LLM,41,42,I3,H2,C2,P1,844
R-LLM,41,42,I1,H5,C3,P2,351
R-LLM,41,43,I2,H3,C4,P4,1338
R-LLM,41,43,I4,H3,C2,P4,729
R-LLM,41,44,I3,H5,C1,P2,62
R-LLM,41,44,I1,H5,C2,P4,545
R-LLM,41,45,I5,H3,C4,P4,14484
R-LLM,41,45,I4,H2,C2,P1,1222
R-LLM,41,46,I1,H5,C4,P3,23348
R-LLM,41,46,I5,H2,C4,P1,92071
R-LLM,41,47,I2,H2,C3,P4,1549
R-LLM,41,47,I3,H1,C5,P2,11260
R-LLM,41,48,I2,H4,C4,P3,6751
R-LLM,41,48,I5,H2,C4,P2,2787
R-LLM,41,49,I4,H2,C4,P3,1317074
R-LLM,41,49,I5,H3,C2,P4,780
R-LLM,41,50,I1,H2,C5,P1,300
R-LLM,41,50,I5,H3,C1,P4,25234
R-LLM,42,1,I5,H3,C2,P3,4960
R-LLM,42,1,I1,H2,C2,P2,87
R-LLM,42,2,I2,H4,C3,P1,38
R-LLM,42,2,I3,H1,C5,P4,1066
R-LLM,42,3,I3,H5,C4,P2,123056
R-LLM,42,3,I4,H3,C1,P4,17504
R-LLM,42,4,I1,H1,C4,P3,5027
R-LLM,42,4,I2,H2,C5,P1,432
R-LLM,42,5,I5,H4,C3,P1,61707
R-LLM,42,5,I3,H2,C1,P3,8565
R-LLM,42,6,I1,H5,C2,P4,545
R-LLM,42,6,I4,H3,C4,P1,452
R-LLM,42,7,I2,H3,C4,P1,2109
R-LLM,42,7,I4,H5,C3,P2,97728
R-LLM,42,8,I5,H4,C1,P2,197486
R-LLM,42,8,I4,H2,C5,P3,3472
R-LLM,42,9,I3,H4,C2,P2,6784
R-LLM,42,9,I5,H2,C3,P4,299
R-LLM,42,10,I1,H1,C3,P2,3192
R-LLM,42,10,I4,H2,C1,P1,564
R-LLM,42,11,I4,H4,C5,P2,4125
R-LLM,42,11,I5,H1,C4,P3,455263
R-LLM,42,12,I5,H4,C4,P3,11626
R-LLM,42,12,I5,H5,C3,P3,5033
R-LLM,42,13,I3,H1,C3,P3,185
R-LLM,42,13,I5,H4,C2,P4,5755
R-LLM,42,14,I2,H3,C2,P4,397
R-LLM,42,14,I1,H5,C4,P1,3280
R-LLM,42,15,I3,H4,C1,P3,544517
R-LLM,42,15,I2,H5,C5,P3,156
R-LLM,42,16,I5,H2,C4,P1,92071
R-LLM,42,16,I4,H1,C2,P3,6059
R-LLM,42,17,I3,H4,C4,P1,99899
R-LLM,42,17,I5,H3,C5,P1,4533
R-LLM,42,18,I4,H1,C5,P4,1214
R-LLM,42,18,I1,H3,C4,P3,40329
R-LLM,42,19,I5,H3,C3,P4,381
R-LLM,42,19,I4,H4,C3,P1,187
R-LLM,42,20,I3,H2,C4,P4,87686
R-LLM,42,20,I4,H1,C5,P1,787
R-LLM,42,21,I3,H4,C1,P2,5963
R-LLM,42,21,I5,H5,C4,P4,1427
R-LLM,42,22,I3,H1,C2,P1,613
R-LLM,42,22,I2,H3,C1,P3,5224
R-LLM,42,23,I1,H3,C5,P2,11357
R-LLM,42,23,I4,H2,C2,P3,576
R-LLM,42,24,I2,H4,C4,P2,277
R-LLM,42,24,I1,H5,C1,P2,1096
R-LLM,42,25,I4,H4,C1,P3,195425
R-LLM,42,25,I5,H1,C3,P4,2794
R-LLM,42,26,I5,H2,C1,P3,13334
R-LLM,42,26,I4,H5,C4,P1,52
R-LLM,42,27,I2,H1,C1,P1,4355
R-LLM,42,27,I3,H3,C1,P2,2693
R-LLM,42,28,I2,H5,C2,P4,1400
R-LLM,42,28,I1,H2,C3,P4,50003
R-LLM,42,29,I1,H4,C3,P3,47866
R-LLM,42,29,I2,H1,C5,P4,3087
R-LLM,42,30,I5,H2,C3,P2,740
R-LLM,42,30,I4,H1,C2,P4,1995
R-LLM,42,31,I3,H1,C5,P3,386
R-LLM,42,31,I1,H2,C4,P1,1023
R-LLM,42,32,I5,H2,C5,P1,861
R-LLM,42,32,I1,H2,C3,P2,5681
R-LLM,42,33,I5,H1,C1,P4,18411
R-LLM,42,33,I3,H5,C2,P3,116
R-LLM,42,34,I5,H5,C5,P3,2468
R-LLM,42,34,I3,H3,C3,P2,51
R-LLM,42,35,I2,H1,C4,P3,2434
R-LLM,42,35,I3,H2,C5,P1,430
R-LLM,42,36,I4,H3,C4,P3,1243932
R-LLM,42,36,I2,H4,C5,P3,4595
R-LLM,42,37,I1,H4,C4,P4,571132
R-LLM,42,37,I2,H2,C4,P2,9817
R-LLM,42,38,I4,H5,C4,P4,1358
R-LLM,42,38,I3,H2,C3,P1,8
R-LLM,42,39,I5,H2,C3,P3,80824
R-LLM,42,39,I4,H4,C2,P1,142493
R-LLM,42,40,I1,H5,C3,P2,351
R-LLM,42,40,I2,H1,C2,P2,625
R-LLM,42,41,I4,H3,C5,P2,3095
R-LLM,42,41,I3,H5,C1,P4,468
R-LLM,42,42,I5,H3,C4,P4,14484
R-LLM,42,42,I4,H1,C3,P4,580
R-LLM,42,43,I3,H3,C2,P3,575
R-LLM,42,43,I2,H3,C5,P3,6386
R-LLM,42,44,I3,H2,C2,P4,216
R-LLM,42,44,I4,H1,C4,P1,263
R-LLM,42,45,I4,H4,C3,P3,1274
R-LLM,42,45,I5,H5,C5,P2,9884
R-LLM,42,46,I5,H5,C4,P1,50
R-LLM,42,46,I4,H5,C1,P4,331
R-LLM,42,47,I4,H4,C2,P3,7197
R-LLM,42,47,I5,H1,C2,P2,13391
R-LLM,42,48,I3,H4,C2,P4,7944
R-LLM,42,48,I2,H1,C2,P3,12701
R-LLM,42,49,I5,H1,C5,P4,3239
R-LLM,42,49,I3,H3,C4,P2,2832
R-LLM,42,50,I5,H5,C2,P1,6
R-LLM,42,50,I1,H4,C5,P3,1076
R-LLM,43,1,I1,H4,C1,P1,182961
R-LLM,43,1,I5,H2,C5,P1,861
R-LLM,43,2,I2,H3,C4,P2,8619
R-LLM,43,2,I3,H5,C2,P3,116
R-LLM,43,3,I4,H1,C3,P4,580
R-LLM,43,3,I5,H3,C4,P3,125959
R-LLM,43,4,I1,H2,C5,P4,1517
R-LLM,43,4,I3,H4,C3,P2,492
R-LLM,43,5,I2,H2,C1,P4,342
R-LLM,43,5,I5,H1,C5,P2,48601
R-LLM,43,6,I3,H3,C4,P1,2850
R-LLM,43,6,I4,H5,C1,P2,26
R-LLM,43,7,I1,H2,C2,P3,119
R-LLM,43,7,I4,H3,C4,P1,452
R-LLM,43,8,I2,H1,C5,P3,1102699
R-LLM,43,8,I3,H3,C5,P4,617
R-LLM,43,9,I2,H1,C5,P4,3087
R-LLM,43,9,I5,H1,C4,P1,8119
R-LLM,43,10,I2,H5,C3,P4,448
R-LLM,43,10,I4,H4,C5,P3,83
R-LLM,43,11,I5,H5,C4,P4,1427
R-LLM,43,11,I4,H2,C3,P1,26
R-LLM,43,12,I1,H1,C4,P3,5027
R-LLM,43,12,I2,H4,C2,P1,642076
R-LLM,43,13,I3,H2,C5,P1,430
R-LLM,43,13,I2,H5,C4,P3,2953
R-LLM,43,14,I2,H5,C2,P4,1400
R-LLM,43,14,I5,H3,C1,P4,25234
R-LLM,43,15,I2,H2,C4,P1,4295
R-LLM,43,15,I5,H4,C4,P2,5605
R-LLM,43,16,I5,H3,C1,P1,3984
R-LLM,43,16,I3,H5,C1,P4,468
R-LLM,43,17,I1,H1,C3,P2,3192
R-LLM,43,17,I4,H4,C2,P4,31394
R-LLM,43,18,I2,H2,C3,P3,11373
R-LLM,43,18,I1,H1,C5,P2,4490
R-LLM,43,19,I1,H4,C4,P4,571132
R-LLM,43,19,I2,H1,C1,P3,1019
R-LLM,43,20,I1,H3,C3,P4,4138
R-LLM,43,20,I5,H2,C2,P1,1817
R-LLM,43,21,I4,H1,C4,P4,10865
R-LLM,43,21,I3,H1,C4,P4,33311
R-LLM,43,22,I2,H4,C2,P2,7585
R-LLM,43,22,I1,H5,C4,P2,1189738
R-LLM,43,23,I5,H4,C3,P2,775
R-LLM,43,23,I3,H1,C2,P3,5071
R-LLM,43,24,I1,H4,C4,P3,10325
R-LLM,43,24,I2,H2,C5,P3,234
R-LLM,43,25,I2,H5,C5,P1,204
R-LLM,43,25,I4,H3,C2,P2,781
R-LLM,43,26,I1,H1,C1,P1,960
R-LLM,43,26,I2,H3,C2,P4,397
R-LLM,43,27,I1,H2,C3,P2,5681
R-LLM,43,27,I2,H3,C1,P2,456
R-LLM,43,28,I1,H4,C4,P2,89908
R-LLM,43,28,I2,H1,C4,P4,394759
R-LLM,43,29,I2,H4,C4,P3,6751
R-LLM,43,29,I1,H3,C1,P4,29072
R-LLM,43,30,I1,H3,C4,P4,5274
R-LLM,43,30,I3,H2,C4,P2,670
R-LLM,43,31,I1,H4,C4,P4,571132
R-LLM,43,31,I2,H4,C2,P3,717
R-LLM,43,32,I4,H1,C2,P1,2964
R-LLM,43,32,I5,H5,C2,P3,33831
R-LLM,43,33,I2,H1,C2,P1,2440
R-LLM,43,33,I3,H5,C2,P1,235
R-LLM,43,34,I1,H3,C5,P1,4368
R-LLM,43,34,I2,H4,C5,P4,3997
R-LLM,43,35,I1,H2,C4,P1,1023
R-LLM,43,35,I3,H1,C1,P2,176
R-LLM,43,36,I2,H2,C3,P4,1549
R-LLM,43,36,I3,H4,C1,P2,5963
R-LLM,43,37,I1,H3,C2,P3,444
R-LLM,43,37,I4,H1,C5,P3,270
R-LLM,43,38,I3,H2,C4,P3,2674917
R-LLM,43,38,I5,H1,C3,P1,612
R-LLM,43,39,I5,H1,C1,P4,18411
R-LLM,43,39,I3,H3,C2,P1,1764
R-LLM,43,40,I2,H4,C4,P4,218758
R-LLM,43,40,I1,H2,C4,P4,399845
R-LLM,43,41,I4,H2,C4,P4,55257
R-LLM,43,41,I1,H2,C5,P1,300
R-LLM,43,42,I2,H2,C1,P3,1187
R-LLM,43,42,I1,H3,C4,P2,4374
R-LLM,43,43,I3,H2,C4,P4,87686
R-LLM,43,43,I1,H1,C2,P4,70151
R-LLM,43,44,I4,H2,C4,P3,1317074
R-LLM,43,44,I5,H4,C1,P3,2773348
R-LLM,43,45,I4,H3,C1,P3,3986
R-LLM,43,45,I5,H1,C4,P3,455263
R-LLM,43,46,I5,H1,C5,P3,634
R-LLM,43,46,I3,H4,C3,P1,102
R-LLM,43,47,I2,H1,C5,P3,1102699
R-LLM,43,47,I4,H4,C3,P1,187
R-LLM,43,48,I5,H4,C2,P4,5755
R-LLM,43,48,I1,H5,C5,P3,187
R-LLM,43,49,I3,H2,C4,P4,87686
R-LLM,43,49,I4,H1,C3,P2,494
R-LLM,43,50,I1,H2,C1,P4,186
R-LLM,43,50,I2,H4,C4,P1,768578
R-LLM,44,1,I1,H2,C1,P1,556
R-LLM,44,1,I4,H1,C1,P3,10066
R-LLM,44,2,I5,H3,C4,P2,27981
R-LLM,44,2,I2,H4,C5,P4,3997
R-LLM,44,3,I3,H1,C3,P1,24
R-LLM,44,3,I2,H2,C2,P3,443
R-LLM,44,4,I3,H5,C4,P4,4329
R-LLM,44,4,I1,H3,C5,P2,11357
R-LLM,44,5,I4,H3,C4,P1,452
R-LLM,44,5,I5,H4,C1,P3,2773348
R-LLM,44,6,I5,H1,C3,P4,2794
R-LLM,44,6,I4,H5,C2,P1,9
R-LLM,44,7,I3,H3,C5,P2,1071
R-LLM,44,7,I4,H2,C3,P3,719
R-LLM,44,8,I5,H2,C1,P3,13334
R-LLM,44,8,I2,H3,C1,P4,15196
R-LLM,44,9,I3,H4,C2,P3,2388
R-LLM,44,9,I5,H5,C3,P1,140
R-LLM,44,10,I2,H1,C4,P1,333
R-LLM,44,10,I1,H5,C3,P3,10068
R-LLM,44,11,I5,H2,C4,P4,77495
R-LLM,44,11,I2,H3,C5,P1,5717
R-LLM,44,12,I4,H4,C3,P2,1014
R-LLM,44,12,I1,H1,C5,P3,2681
R-LLM,44,13,I5,H2,C2,P2,257
R-LLM,44,13,I2,H5,C4,P4,739
R-LLM,44,14,I3,H4,C1,P2,5963
R-LLM,44,14,I1,H2,C3,P4,50003
R-LLM,44,15,I2,H5,C5,P3,156
R-LLM,44,15,I3,H2,C2,P2,43
R-LLM,44,16,I4,H2,C4,P2,23152
R-LLM,44,16,I1,H4,C2,P3,5883
R-LLM,44,17,I3,H1,C5,P4,1066
R-LLM,44,17,I2,H2,C4,P1,4295
R-LLM,44,18,I5,H1,C4,P2,1451
R-LLM,44,18,I4,H3,C5,P4,307
R-LLM,44,19,I3,H3,C1,P4,52156
R-LLM,44,19,I1,H5,C4,P2,1189738
R-LLM,44,20,I5,H1,C2,P3,2898
R-LLM,44,20,I3,H2,C5,P1,430
R-LLM,44,21,I1,H4,C4,P1,79212
R-LLM,44,21,I4,H2,C5,P1,387
R-LLM,44,22,I5,H3,C2,P1,1791
R-LLM,44,22,I4,H1,C2,P4,1995
R-LLM,44,23,I1,H1,C4,P4,357030
R-LLM,44,23,I3,H3,C3,P3,47774
R-LLM,44,24,I1,H1,C1,P2,3689
R-LLM,44,24,I2,H5,C3,P4,448
R-LLM,44,25,I5,H2,C5,P1,861
R-LLM,44,25,I2,H4,C1,P3,549731
R-LLM,44,26,I3,H1,C4,P3,968
R-LLM,44,26,I4,H3,C2,P4,729
R-LLM,44,27,I4,H3,C3,P4,714
R-LLM,44,27,I5,H4,C4,P2,5605
R-LLM,44,28,I1,H3,C4,P3,40329
R-LLM,44,28,I5,H1,C5,P1,3490
R-LLM,44,29,I5,H1,C3,P1,612
R-LLM,44,29,I3,H2,C1,P3,8565
R-LLM,44,30,I3,H2,C3,P4,608
R-LLM,44,30,I2,H4,C3,P2,84917
R-LLM,44,31,I3,H4,C4,P2,451
R-LLM,44,31,I5,H4,C3,P2,775
R-LLM,44,32,I5,H1,C5,P4,3239
R-LLM,44,32,I1,H3,C3,P3,66106
R-LLM,44,33,I4,H1,C1,P1,768
R-LLM,44,33,I3,H1,C2,P2,444
R-LLM,44,34,I4,H4,C5,P3,83
R-LLM,44,34,I2,H3,C2,P2,213
R-LLM,44,35,I2,H2,C4,P4,314581
R-LLM,44,35,I5,H4,C4,P1,806841
R-LLM,44,36,I1,H2,C5,P2,91091
R-LLM,44,36,I4,H3,C4,P2,26785
R-LLM,44,37,I5,H2,C3,P4,299
R-LLM,44,37,I3,H2,C4,P3,2674917
R-LLM,44,38,I2,H4,C2,P3,717
R-LLM,44,38,I4,H5,C3,P4,1341
R-LLM,44,39,I1,H2,C4,P2,2799
R-LLM,44,39,I4,H4,C1,P3,195425
R-LLM,44,40,I4,H3,C4,P3,1243932
R-LLM,44,40,I2,H2,C4,P3,347695
R-LLM,44,41,I2,H2,C3,P2,22643
R-LLM,44,41,I3,H1,C3,P2,253
R-LLM,44,42,I5,H2,C4,P1,92071
R-LLM,44,42,I1,H1,C3,P4,65332
R-LLM,44,43,I1,H4,C2,P4,53404
R-LLM,44,43,I3,H5,C1,P2,62
R-LLM,44,44,I4,H2,C1,P4,1624
R-LLM,44,44,I2,H1,C2,P2,625
R-LLM,44,45,I2,H5,C2,P1,1007
R-LLM,44,45,I1,H2,C5,P3,1604
R-LLM,44,46,I4,H5,C5,P1,139
R-LLM,44,46,I3,H4,C2,P1,53171
R-LLM,44,47,I2,H1,C1,P4,364
R-LLM,44,47,I4,H1,C3,P1,13
R-LLM,44,48,I4,H2,C5,P3,3472
R-LLM,44,48,I5,H3,C4,P1,912
R-LLM,44,49,I3,H5,C5,P3,2004
R-LLM,44,49,I2,H1,C5,P3,1102699
R-LLM,44,50,I2,H2,C3,P1,11
R-LLM,44,50,I5,H4,C5,P3,399
R-LLM,45,1,I3,H2,C2,P1,844
R-LLM,45,1,I2,H1,C3,P2,459
R-LLM,45,2,I4,H3,C5,P4,307
R-LLM,45,2,I5,H4,C1,P3,2773348
R-LLM,45,3,I1,H5,C4,P3,23348
R-LLM,45,3,I2,H3,C4,P1,2109
R-LLM,45,4,I3,H4,C4,P2,451
R-LLM,45,4,I5,H1,C3,P4,2794
R-LLM,45,5,I1,H5,C2,P4,545
R-LLM,45,5,I1,H4,C5,P2,175
R-LLM,45,6,I5,H2,C4,P3,82456
R-LLM,45,6,I5,H3,C4,P3,125959
R-LLM,45,7,I2,H5,C1,P4,1083
R-LLM,45,7,I3,H1,C3,P3,185
R-LLM,45,8,I3,H5,C5,P3,2004
R-LLM,45,8,I2,H2,C2,P1,156
R-LLM,45,9,I4,H1,C4,P2,10374
R-LLM,45,9,I4,H5,C3,P1,79
R-LLM,45,10,I1,H3,C1,P4,29072
R-LLM,45,10,I4,H2,C5,P1,387
R-LLM,45,11,I5,H3,C2,P2,622
R-LLM,45,11,I2,H4,C5,P3,4595
R-LLM,45,12,I5,H2,C3,P3,80824
R-LLM,45,12,I5,H1,C2,P2,13391
R-LLM,45,13,I2,H1,C5,P1,14763
R-LLM,45,13,I5,H2,C5,P1,861
R-LLM,45,14,I4,H1,C1,P3,10066
R-LLM,45,14,I3,H3,C2,P4,306
R-LLM,45,15,I4,H5,C4,P3,828
R-LLM,45,15,I1,H3,C5,P1,4368
R-LLM,45,16,I3,H4,C5,P1,611
R-LLM,45,16,I1,H2,C3,P2,5681
R-LLM,45,17,I3,H2,C4,P3,2674917
R-LLM,45,17,I5,H5,C4,P1,50
R-LLM,45,18,I3,H5,C2,P1,235
R-LLM,45,18,I4,H4,C3,P2,1014
R-LLM,45,19,I5,H4,C2,P1,1192715
R-LLM,45,19,I2,H5,C2,P3,463
R-LLM,45,20,I2,H1,C4,P3,2434
R-LLM,45,20,I2,H2,C1,P3,1187
R-LLM,45,21,I1,H2,C5,P3,1604
R-LLM,45,21,I3,H1,C1,P1,2516
R-LLM,45,22,I2,H2,C3,P4,1549
R-LLM,45,22,I4,H4,C4,P4,296285
R-LLM,45,23,I4,H4,C2,P3,7197
R-LLM,45,23,I1,H4,C3,P4,390622
R-LLM,45,24,I1,H1,C4,P4,357030
R-LLM,45,24,I5,H4,C3,P4,5903
R-LLM,45,25,I1,H4,C4,P1,79212
R-LLM,45,25,I2,H4,C4,P1,768578
R-LLM,45,26,I1,H1,C5,P1,6995
R-LLM,45,26,I5,H5,C5,P2,9884
R-LLM,45,27,I1,H5,C3,P1,204
R-LLM,45,27,I4,H2,C1,P4,1624
R-LLM,45,28,I2,H5,C3,P1,98
R-LLM,45,28,I3,H4,C5,P2,684
R-LLM,45,29,I2,H2,C5,P2,2128
R-LLM,45,29,I2,H1,C2,P2,625
R-LLM,45,30,I3,H3,C4,P2,2832
R-LLM,45,30,I5,H5,C2,P3,33831
R-LLM,45,31,I5,H4,C4,P3,11626
R-LLM,45,31,I3,H4,C2,P4,7944
R-LLM,45,32,I5,H4,C3,P1,61707
R-LLM,45,32,I2,H2,C2,P2,65
R-LLM,45,33,I4,H2,C1,P3,4469
R-LLM,45,33,I2,H2,C4,P4,314581
R-LLM,45,34,I5,H5,C1,P1,479
R-LLM,45,34,I1,H5,C1,P3,2255400
R-LLM,45,35,I2,H5,C2,P3,463
R-LLM,45,35,I4,H2,C3,P1,26
R-LLM,45,36,I4,H3,C2,P3,20
R-LLM,45,36,I5,H3,C1,P3,552
R-LLM,45,37,I1,H4,C1,P3,26799
R-LLM,45,37,I3,H1,C4,P4,33311
R-LLM,45,38,I3,H2,C3,P2,152
R-LLM,45,38,I1,H1,C2,P4,70151
R-LLM,45,39,I1,H1,C2,P3,13047
R-LLM,45,39,I5,H1,C1,P1,3776
R-LLM,45,40,I5,H5,C5,P4,828
R-LLM,45,40,I3,H4,C5,P4,1162
R-LLM,45,41,I2,H2,C5,P3,234
R-LLM,45,41,I3,H1,C5,P3,386
R-LLM,45,42,I2,H3,C3,P2,138
R-LLM,45,42,I4,H2,C2,P4,321
R-LLM,45,43,I1,H4,C1,P4,1422626
R-LLM,45,43,I5,H1,C5,P2,48601
R-LLM,45,44,I4,H3,C1,P4,17504
R-LLM,45,44,I1,H5,C2,P1,3260
R-LLM,45,45,I4,H4,C3,P4,61707
R-LLM,45,45,I1,H3,C2,P1,3254
R-LLM,45,46,I3,H1,C2,P2,444
R-LLM,45,46,I4,H4,C4,P2,1830
R-LLM,45,47,I5,H1,C2,P3,2898
R-LLM,45,47,I1,H2,C4,P2,2799
R-LLM,45,48,I3,H1,C3,P4,2208
R-LLM,45,48,I4,H4,C5,P1,541
R-LLM,45,49,I5,H4,C1,P2,197486
R-LLM,45,49,I1,H3,C4,P3,40329
R-LLM,45,50,I5,H3,C5,P2,1507
R-LLM,45,50,I2,H5,C5,P4,1133
R-LLM,46,1,I5,H3,C1,P3,552
R-LLM,46,1,I5,H5,C5,P4,828
R-LLM,46,2,I1,H2,C3,P1,67
R-LLM,46,2,I3,H4,C2,P2,6784
R-LLM,46,3,I4,H4,C4,P2,1830
R-LLM,46,3,I2,H1,C5,P3,1102699
R-LLM,46,4,I1,H1,C4,P1,255
R-LLM,46,4,I3,H2,C3,P4,608
R-LLM,46,5,I2,H2,C4,P3,347695
R-LLM,46,5,I4,H3,C2,P1,856
R-LLM,46,6,I4,H5,C1,P3,7614
R-LLM,46,6,I5,H2,C5,P2,1942
R-LLM,46,7,I5,H1,C3,P4,2794
R-LLM,46,7,I3,H3,C5,P1,176
R-LLM,46,8,I2,H5,C3,P4,448
R-LLM,46,8,I4,H1,C5,P1,787
R-LLM,46,9,I3,H3,C4,P3,87871
R-LLM,46,9,I5,H4,C2,P1,1192715
R-LLM,46,10,I1,H4,C5,P3,1076
R-LLM,46,10,I2,H3,C1,P4,15196
